id,file,labels
0411,EncryptedZeroKnowledgeAgeGating.sol,"[0, 1, 0]"
0412,EncryptedZeroKnowledgePaymentChannel.sol,"[0, 1, 0]"
0413,EnergyGridCapacityBid.sol,"[0, 1, 0]"
0414,EnergyPrivateGridBalance.sol,"[0, 1, 0]"
0415,EnterprisePrivateESGDisclosure.sol,"[0, 1, 0]"
0416,EnterprisePrivateMergerArbitrage.sol,"[0, 1, 0]"
0417,ERC20Airdrop_b1_014.sol,"[0, 1, 0]"
0418,ERC20AntiWhale_c2_008.sol,"[0, 1, 0]"
0419,ERC20Blacklist_b1_004.sol,"[0, 1, 0]"
0420,ERC20BondingCurve_c2_004.sol,"[0, 1, 0]"
0421,ERC20Burnable_b1_002.sol,"[0, 1, 0]"
0422,ERC20Capped_b1_003.sol,"[0, 1, 0]"
0423,ERC20CarbonCredit_c2_006.sol,"[0, 1, 0]"
0424,ERC20CarbonNeutralToken.sol,"[0, 1, 0]"
0425,ERC20ConditionalTransfer_c2_010.sol,"[0, 1, 0]"
0426,ERC20ConfidentialVault.sol,"[0, 1, 0]"
0427,ERC20ConvertibleBond.sol,"[0, 1, 0]"
0428,ERC20CreditLine_c2_015.sol,"[0, 1, 0]"
0429,ERC20DEXPrivate_c2_013.sol,"[0, 1, 0]"
0430,ERC20Dividend_b1_012.sol,"[0, 1, 0]"
0431,ERC20EncryptedEmployeeEquityPlan.sol,"[0, 1, 0]"
0432,ERC20EncryptedEscrowToken_c2_019.sol,"[0, 1, 0]"
0433,ERC20FeeOnTransfer_b1_009.sol,"[0, 1, 0]"
0434,ERC20FractionalNFT_c2_005.sol,"[0, 1, 0]"
0435,ERC20GatedAccess.sol,"[0, 1, 0]"
0436,ERC20Governance_b1_017.sol,"[0, 1, 0]"
0437,ERC20InsuranceFund_c2_016.sol,"[0, 1, 0]"
0438,ERC20Lottery_b1_016.sol,"[0, 1, 0]"
0439,ERC20LoyaltyPoints_c2_007.sol,"[0, 1, 0]"
0440,ERC20Mintable_b1_007.sol,"[0, 1, 0]"
0441,ERC20MultiReward_c2_009.sol,"[0, 1, 0]"
0442,ERC20MultiSig_b1_013.sol,"[0, 1, 0]"
0443,ERC20OZAccessControl_c2_002.sol,"[0, 1, 0]"
0444,ERC20OZBurnable_c2_001.sol,"[0, 1, 0]"
0445,ERC20Pausable_b1_001.sol,"[0, 1, 0]"
0446,ERC20PrivacyPool_b1_020.sol,"[0, 1, 0]"
0447,ERC20PrivateDebtToken.sol,"[0, 1, 0]"
0448,ERC20PrivateDividendReinvestment.sol,"[0, 1, 0]"
0449,ERC20PrivateGrantDAO_c2_018.sol,"[0, 1, 0]"
0450,ERC20PrivateLoyaltyTiered.sol,"[0, 1, 0]"
0451,ERC20PrivatePayAsYouEarn.sol,"[0, 1, 0]"
0452,ERC20PrivatePayroll_c2_017.sol,"[0, 1, 0]"
0453,ERC20PrivateRemittance.sol,"[0, 1, 0]"
0454,ERC20PrivateRevenueShare.sol,"[0, 1, 0]"
0455,ERC20PrivateStablecoinCBDC.sol,"[0, 1, 0]"
0456,ERC20PrivateVault_c2_011.sol,"[0, 1, 0]"
0457,ERC20Rebasing_b1_015.sol,"[0, 1, 0]"
0458,ERC20Reward_b1_005.sol,"[0, 1, 0]"
0459,ERC20ShadowFund.sol,"[0, 1, 0]"
0460,ERC20SilentAirdrop_c2_012.sol,"[0, 1, 0]"
0461,ERC20Snapshot_b1_008.sol,"[0, 1, 0]"
0462,ERC20SovereignBond_c2_020.sol,"[0, 1, 0]"
0463,ERC20Stablecoin_b1_011.sol,"[0, 1, 0]"
0464,ERC20StreamPayment_c2_003.sol,"[0, 1, 0]"
0465,ERC20TaxDistribution_c2_014.sol,"[0, 1, 0]"
0466,ERC20TaxRoyalty_b1_019.sol,"[0, 1, 0]"
0467,ERC20Timelock_b1_010.sol,"[0, 1, 0]"
0468,ERC20Vesting_b1_006.sol,"[0, 1, 0]"
0469,ERC20WrappedConfidential_b1_018.sol,"[0, 1, 0]"
0470,ERC20ZeroKnowledgePayroll.sol,"[0, 1, 0]"
0471,FantasyFootballPrivate.sol,"[0, 1, 0]"
0472,FogOfWarArena.sol,"[0, 1, 0]"
0473,FranchiseeRatingVote.sol,"[0, 1, 0]"
0474,FrequencySpectrumBid.sol,"[0, 1, 0]"
0475,FrostVaultToken.sol,"[0, 1, 0]"
0476,GameBlindBattleship.sol,"[0, 1, 0]"
0477,GameBlindDragonQuest.sol,"[0, 1, 0]"
0478,GameBlindPokerCashTable.sol,"[0, 1, 0]"
0479,GameBlindTreasureHunt.sol,"[0, 1, 0]"
0480,GameConfidentialEscapeRoom.sol,"[0, 1, 0]"
0481,GameConfidentialLottery.sol,"[0, 1, 0]"
0482,GameEncryptedBattleRoyaleStaking.sol,"[0, 1, 0]"
0483,GameEncryptedBattleRoyaleWager.sol,"[0, 1, 0]"
0484,GameEncryptedChessRatingWager.sol,"[0, 1, 0]"
0485,GameEncryptedDungeonLoot.sol,"[0, 1, 0]"
0486,GameEncryptedFantasyLeague.sol,"[0, 1, 0]"
0487,GameEncryptedHorseRacing.sol,"[0, 1, 0]"
0488,GameEncryptedMMORPG.sol,"[0, 1, 0]"
0489,GameEncryptedQuestReward.sol,"[0, 1, 0]"
0490,GamePrivateCardCollection.sol,"[0, 1, 0]"
0491,GamePrivateCasino.sol,"[0, 1, 0]"
0492,GamePrivateChessWager.sol,"[0, 1, 0]"
0493,GamePrivatePokerTournament.sol,"[0, 1, 0]"
0494,GamePrivatePredictionMarket.sol,"[0, 1, 0]"
0495,GamePrivateSportsBetting.sol,"[0, 1, 0]"
0496,GamingBattleship_b5_009.sol,"[0, 1, 0]"
0497,GamingBlackjack_b5_005.sol,"[0, 1, 0]"
0498,GamingChessWager_b5_013.sol,"[0, 1, 0]"
0499,GamingCoinFlip_b3_004.sol,"[0, 1, 0]"
0500,GamingDice_b2_003.sol,"[0, 1, 0]"
0501,GamingFantasySports_b5_015.sol,"[0, 1, 0]"
0502,GamingHorseBetting_b5_010.sol,"[0, 1, 0]"
0503,GamingNumberGuess_b5_012.sol,"[0, 1, 0]"
0504,GamingPoker_b5_004.sol,"[0, 1, 0]"
0505,GamingPredictionMarket_b5_014.sol,"[0, 1, 0]"
0506,GamingRoulette_b5_008.sol,"[0, 1, 0]"
0507,GamingRPGStats_b5_007.sol,"[0, 1, 0]"
0508,GamingSlot_b5_006.sol,"[0, 1, 0]"
0509,GamingTreasureHunt_b5_011.sol,"[0, 1, 0]"
0510,GovernanceEncryptedDelegation.sol,"[0, 1, 0]"
0511,GovernanceEncryptedQuadraticVoting.sol,"[0, 1, 0]"
0512,GovernancePrivateDAOTreasury.sol,"[0, 1, 0]"
0513,GovernancePrivateTimelock.sol,"[0, 1, 0]"
0514,GovernmentProcurementBid.sol,"[0, 1, 0]"
0515,HealthcareEncryptedEHR.sol,"[0, 1, 0]"
0516,HealthcareEncryptedVaccineRegistry.sol,"[0, 1, 0]"
0517,HealthcarePrivateClinicalTrial.sol,"[0, 1, 0]"
0518,HealthcarePrivateInsuranceClaim.sol,"[0, 1, 0]"
0519,HealthDataMarketplace.sol,"[0, 1, 0]"
0520,HiddenYieldFarming_b12_001.sol,"[0, 1, 0]"
0521,HRPrivatePerformanceBonus.sol,"[0, 1, 0]"
0522,IdentityKYC_b2_004.sol,"[0, 1, 0]"
0523,InsurancePremiumAuction.sol,"[0, 1, 0]"
0524,InsuranceRiskPoolBid.sol,"[0, 1, 0]"
0525,IronwoodCurrencyToken.sol,"[0, 1, 0]"
0526,JurySelectionSystem.sol,"[0, 1, 0]"
0527,LegalPrivateEscrowDispute.sol,"[0, 1, 0]"
0528,LendingCDPVault_b4_006.sol,"[0, 1, 0]"
0529,LendingCollateral_b2_005.sol,"[0, 1, 0]"
0530,LendingFlashLoan_b4_003.sol,"[0, 1, 0]"
0531,LendingInsurance_b4_010.sol,"[0, 1, 0]"
0532,LendingInterestBearing_b4_004.sol,"[0, 1, 0]"
0533,LendingMultiAsset_b4_008.sol,"[0, 1, 0]"
0534,LendingPeerToPeer_b4_012.sol,"[0, 1, 0]"
0535,MaskedFeeRouter.sol,"[0, 1, 0]"
0536,MediaPrivateRoyaltyDistribution.sol,"[0, 1, 0]"
0537,MedicalRecordAccess.sol,"[0, 1, 0]"
0538,MedicalTrialConsentVote.sol,"[0, 1, 0]"
0539,MixedAnonymousTipping_b7_003.sol,"[0, 1, 0]"
0540,MixedBlindTender_b7_006.sol,"[0, 1, 0]"
0541,MixedConfidentialEscrow_b7_001.sol,"[0, 1, 0]"
0542,MixedConfidentialSupplyChain_b7_007.sol,"[0, 1, 0]"
0543,MixedConfidentialWill_b7_009.sol,"[0, 1, 0]"
0544,MixedEncryptedMessaging_b7_005.sol,"[0, 1, 0]"
0545,MixedPrivateCrowdfund_b7_008.sol,"[0, 1, 0]"
0546,MixedPrivateOracle_b7_004.sol,"[0, 1, 0]"
0547,MixedPrivateSalary_b7_002.sol,"[0, 1, 0]"
0548,MixedPrivateSurvey_b7_010.sol,"[0, 1, 0]"
0549,MunicipalBudgetVote.sol,"[0, 1, 0]"
0550,MunicipalBudgetVoting.sol,"[0, 1, 0]"
0551,MysticLootBox.sol,"[0, 0, 1]"
0552,NeighborhoodZoningPoll.sol,"[0, 0, 1]"
0553,NFTStakingRewards.sol,"[0, 0, 1]"
0554,NightOwlStablecoin.sol,"[0, 0, 1]"
0555,NuclearFacilityClearance.sol,"[0, 0, 1]"
0556,ObscuredCorporateVesting.sol,"[0, 0, 1]"
0557,ObscureLiquidity.sol,"[0, 0, 1]"
0558,OnChainRoulette.sol,"[0, 0, 1]"
0559,OnyxInstitutionalToken.sol,"[0, 0, 1]"
0560,OpaqueDividendDistributor.sol,"[0, 0, 1]"
0561,OpaqueGovernor.sol,"[0, 0, 1]"
0562,OTCDarkpool_b5_006.sol,"[0, 0, 1]"
0563,PatentDisputeArbitration.sol,"[0, 0, 1]"
0564,PatentRightsBidding.sol,"[0, 0, 1]"
0565,PensionFundManager.sol,"[0, 0, 1]"
0566,PhantomArb.sol,"[0, 0, 1]"
0567,PhilanthropyPrivateDonationMatching.sol,"[0, 0, 1]"
0568,PrivacyEncryptedCreditScore.sol,"[0, 0, 1]"
0569,PrivacyEncryptedSalaryBenchmark.sol,"[0, 0, 1]"
0570,PrivacyRealWorldKYC.sol,"[0, 0, 1]"
0571,PrivacyUniversalBasicIncome.sol,"[0, 0, 1]"
0572,PrivacyWhistleblowerProtection.sol,"[0, 0, 1]"
0573,PrivateAgeVerification.sol,"[0, 0, 1]"
0574,PrivateAgingPopulationPensionFund.sol,"[0, 0, 1]"
0575,PrivateAgricultureCropFuturesExchange.sol,"[0, 0, 1]"
0576,PrivateAgricultureIrrigationWaterRight.sol,"[0, 0, 1]"
0577,PrivateAircraftLeasing.sol,"[0, 0, 1]"
0578,PrivateAircraftMaintenanceBid.sol,"[0, 0, 1]"
0579,PrivateAircraftMaintenanceEscrow.sol,"[0, 0, 1]"
0580,PrivateAircraftTimeshareAuction.sol,"[0, 0, 1]"
0581,PrivateAirlineRewardProgram.sol,"[0, 0, 1]"
0582,PrivateAirportLandingSlotAuction.sol,"[0, 0, 1]"
0583,PrivateAirTrafficSlotAuction.sol,"[0, 0, 1]"
0584,PrivateAntarcticResearchStationSupply.sol,"[0, 0, 1]"
0585,PrivateAntiMoneyLaunderingCompliance.sol,"[0, 0, 1]"
0586,PrivateAPIGateway.sol,"[0, 0, 1]"
0587,PrivateAPIKeyManager.sol,"[0, 0, 1]"
0588,PrivateAquacultureSalmonFarmBond.sol,"[0, 0, 1]"
0589,PrivateArchaeologicalSiteAuction.sol,"[0, 0, 1]"
0590,PrivateArtGalleryConsignment.sol,"[0, 0, 1]"
0591,PrivateArtificialIntelligenceModelAuction.sol,"[0, 0, 1]"
0592,PrivateArtificialIntelligenceModelLicensing.sol,"[0, 0, 1]"
0593,PrivateArtificialIntelligenceModelMarketplace.sol,"[0, 0, 1]"
0594,PrivateArtistAdvanceContract.sol,"[0, 0, 1]"
0595,PrivateAutoLoanOrigination.sol,"[0, 0, 1]"
0596,PrivateAutomatedMarketMakerBondingCurve.sol,"[0, 0, 1]"
0597,PrivateAviationCarbonOffsetExchange.sol,"[0, 0, 1]"
0598,PrivateAviationFuelHedge.sol,"[0, 0, 1]"
0599,PrivateAviationFuelHedgingProgram.sol,"[0, 0, 1]"
0600,PrivateAviationInsuranceUnderwritingPool.sol,"[0, 0, 1]"
0601,PrivateBankruptcyClaimsProcessor.sol,"[0, 0, 1]"
0602,PrivateBankruptcyEstateDistribution.sol,"[0, 0, 1]"
0603,PrivateBattleRoyale.sol,"[0, 0, 1]"
0604,PrivateBiogasCaptureAndCertification.sol,"[0, 0, 1]"
0605,PrivateBioMassEnergyFeedstockContract.sol,"[0, 0, 1]"
0606,PrivateBiopharmaClinicalDataBrokerage.sol,"[0, 0, 1]"
0607,PrivateCannabisLicenseBidding.sol,"[0, 0, 1]"
0608,PrivateCarbonCreditForwardDelivery.sol,"[0, 0, 1]"
0609,PrivateCarbonCreditForwardSettlement.sol,"[0, 0, 1]"
0610,PrivateCarbonCreditRegistryAndTrading.sol,"[0, 0, 1]"
0611,PrivateCarbonFootprintTracker.sol,"[0, 0, 1]"
0612,PrivateCarbonForwardMarket.sol,"[0, 0, 1]"
0613,PrivateCarbonOffsetAuction.sol,"[0, 0, 1]"
0614,PrivateCarbonTrading_b11_004.sol,"[0, 0, 1]"
0615,PrivateCarLeasePortfolio.sol,"[0, 0, 1]"
0616,PrivateCatastropheBondIssuance.sol,"[0, 0, 1]"
0617,PrivateCatastropheRiskModelingPool.sol,"[0, 0, 1]"
0618,PrivateCemeteryMemorialPerpetualCare.sol,"[0, 0, 1]"
0619,PrivateCharityEndowment.sol,"[0, 0, 1]"
0620,PrivateCinemaBoxOfficeRevenueSharing.sol,"[0, 0, 1]"
0621,PrivateClinicalTrialDataSharing.sol,"[0, 0, 1]"
0622,PrivateColdStorageWarehouseCapacityLease.sol,"[0, 0, 1]"
0623,PrivateCollaborativeResearchGrant.sol,"[0, 0, 1]"
0624,PrivateCollateralizedLendingVault.sol,"[0, 0, 1]"
0625,PrivateCollateralLending.sol,"[0, 0, 1]"
0626,PrivateCollateralVault.sol,"[0, 0, 1]"
0627,PrivateCommercialRealEstateLoan.sol,"[0, 0, 1]"
0628,PrivateCommodityForwardContract.sol,"[0, 0, 1]"
0629,PrivateCommodityFutures.sol,"[0, 0, 1]"
0630,PrivateConstructionContractBid.sol,"[0, 0, 1]"
0631,PrivateCottonTextileMillProcurement.sol,"[0, 0, 1]"
0632,PrivateCreditDefaultSwapRegistry.sol,"[0, 0, 1]"
0633,PrivateCreditDefaultSwapVault.sol,"[0, 0, 1]"
0634,PrivateCreditRatingAgency.sol,"[0, 0, 1]"
0635,PrivateCreditScoring.sol,"[0, 0, 1]"
0636,PrivateCropInsuranceProtocol.sol,"[0, 0, 1]"
0637,PrivateCropYieldInsurancePool.sol,"[0, 0, 1]"
0638,PrivateCrossChainBridgeFeeOptimizer.sol,"[0, 0, 1]"
0639,PrivateCrossChainBridgeLiquidity.sol,"[0, 0, 1]"
0640,PrivateCrossCorrelationCreditFacility.sol,"[0, 0, 1]"
0641,PrivateCrowdfundedSolarFarmCooperative.sol,"[0, 0, 1]"
0642,PrivateCryptocurrencyExchangeKYC.sol,"[0, 0, 1]"
0643,PrivateCryptoExchangeMarginBook.sol,"[0, 0, 1]"
0644,PrivateCryptoHedgeFundNAV.sol,"[0, 0, 1]"
0645,PrivateCryptoVentureCapitalSyndicate.sol,"[0, 0, 1]"
0646,PrivateCyberInsuranceUnderwriting.sol,"[0, 0, 1]"
0647,PrivateCyberRansomNegotiationEscrow.sol,"[0, 0, 1]"
0648,PrivateDebtCollectionAgency.sol,"[0, 0, 1]"
0649,PrivateDebtCollectionAgencyToken.sol,"[0, 0, 1]"
0650,PrivateDebtMarketplace.sol,"[0, 0, 1]"
0651,PrivateDebtSecuritizationSPV.sol,"[0, 0, 1]"
0652,PrivateDecentralizedExchangeOrderBook.sol,"[0, 0, 1]"
0653,PrivateDecentralizedIdentityKYCVault.sol,"[0, 0, 1]"
0654,PrivateDeepSeaCableCapacityLease.sol,"[0, 0, 1]"
0655,PrivateDeepSeaMiningRoyalty.sol,"[0, 0, 1]"
0656,PrivateDefenseContractBidding.sol,"[0, 0, 1]"
0657,PrivateDefenseContractorBidding.sol,"[0, 0, 1]"
0658,PrivateDeFiFlashLoanAudit.sol,"[0, 0, 1]"
0659,PrivateDeFiYieldFarming.sol,"[0, 0, 1]"
0660,PrivateDerivativesSettlement.sol,"[0, 0, 1]"
0661,PrivateDiamondGradingRegistry.sol,"[0, 0, 1]"
0662,PrivateDigitalAssetInheritance.sol,"[0, 0, 1]"
0663,PrivateDigitalTwinAssetValuation.sol,"[0, 0, 1]"
0664,PrivateDisasterReliefFundManager.sol,"[0, 0, 1]"
0665,PrivateDistillerySpiritsAging.sol,"[0, 0, 1]"
0666,PrivateDividendDistribution_b13_002.sol,"[0, 0, 1]"
0667,PrivateDividendReinvestment.sol,"[0, 0, 1]"
0668,PrivateDocumentVault.sol,"[0, 0, 1]"
0669,PrivateDroneDeliveryRouteAuction.sol,"[0, 0, 1]"
0670,PrivateDrugTrialPhaseManagement.sol,"[0, 0, 1]"
0671,PrivateDungeonRPG.sol,"[0, 0, 1]"
0672,PrivateDutchAuctionDecreasingPrice.sol,"[0, 0, 1]"
0673,PrivateElderCareAssetProtection.sol,"[0, 0, 1]"
0674,PrivateElectionCommission.sol,"[0, 0, 1]"
0675,PrivateElectoralFinanceTracker.sol,"[0, 0, 1]"
0676,PrivateElectricGridBatteryStorageAuction.sol,"[0, 0, 1]"
0677,PrivateElectricGridDemandResponse.sol,"[0, 0, 1]"
0678,PrivateElectricVehicleChargingRevenueShare.sol,"[0, 0, 1]"
0679,PrivateElectricVehicleFleetLease.sol,"[0, 0, 1]"
0680,PrivateElectronicHealthRecordAccessControl.sol,"[0, 0, 1]"
0681,PrivateEnergyGridTokenizedCapacity.sol,"[0, 0, 1]"
0682,PrivateEquineRacehorseSyndicateBid.sol,"[0, 0, 1]"
0683,PrivateEquipmentRentalPlatform.sol,"[0, 0, 1]"
0684,PrivateEquityCrowdfundingRound.sol,"[0, 0, 1]"
0685,PrivateERC20Dividends.sol,"[0, 0, 1]"
0686,PrivateEscrowToken.sol,"[0, 0, 1]"
0687,PrivateEsportsPlayerTransferMarket.sol,"[0, 0, 1]"
0688,PrivateEventTicketAuction.sol,"[0, 0, 1]"
0689,PrivateFashionBrandLicensing.sol,"[0, 0, 1]"
0690,PrivateFertilityClinicDonorMatching.sol,"[0, 0, 1]"
0691,PrivateFlashLoanArbitrage.sol,"[0, 0, 1]"
0692,PrivateFlightInsurance_b11_008.sol,"[0, 0, 1]"
0693,PrivateFloodInsuranceRiskPool.sol,"[0, 0, 1]"
0694,PrivateFoodBeverageFranchiseRoyalty.sol,"[0, 0, 1]"
0695,PrivateFoodSafetyTraceability.sol,"[0, 0, 1]"
0696,PrivateFoodSafetyTraceabilitySystem.sol,"[0, 0, 1]"
0697,PrivateForestCarbonSequestration.sol,"[0, 0, 1]"
0698,PrivateForestCarbonSequestrationVault.sol,"[0, 0, 1]"
0699,PrivateFoundationGrantAllocation.sol,"[0, 0, 1]"
0700,PrivateFractionalArtOwnership.sol,"[0, 0, 1]"
0701,PrivateFreelancerEscrow.sol,"[1, 1, 0]"
0702,PrivateGamingGuildTreasuryDAO.sol,"[1, 1, 0]"
0703,PrivateGamingGuildTreasuryManagement.sol,"[1, 1, 0]"
0704,PrivateGeneticDataConsortium.sol,"[1, 1, 0]"
0705,PrivateGeneticDataMarketplace.sol,"[1, 1, 0]"
0706,PrivateGeneticDataVault.sol,"[1, 1, 0]"
0707,PrivateGenomicsDataVault.sol,"[1, 1, 0]"
0708,PrivateGeofencedAccess.sol,"[1, 1, 0]"
0709,PrivateGeothermalEnergyRoyalty.sol,"[1, 1, 0]"
0710,PrivateGeothermalEnergyRoyaltyV2.sol,"[1, 1, 0]"
0711,PrivateGigEconomyEscrow.sol,"[1, 1, 0]"
0712,PrivateGovernanceMultiSigTimelock.sol,"[1, 1, 0]"
0713,PrivateHealthDataMarketplace.sol,"[1, 1, 0]"
0714,PrivateHedgeFundLimitedPartnership.sol,"[1, 1, 0]"
0715,PrivateHedgeFundLiquidityStressTest.sol,"[1, 1, 0]"
0716,PrivateHedgeFundNAV.sol,"[1, 1, 0]"
0717,PrivateHedgeFundShares.sol,"[1, 1, 0]"
0718,PrivateHedgeFundSideLetterTerms.sol,"[1, 1, 0]"
0719,PrivateHedgeFundStrategyVault.sol,"[1, 1, 0]"
0720,PrivateHighFrequencyTradingCollateral.sol,"[1, 1, 0]"
0721,PrivateHighFrequencyTradingColocation.sol,"[1, 1, 0]"
0722,PrivateHighNetWorthEstatePlanning.sol,"[1, 1, 0]"
0723,PrivateHighValueArtAuction.sol,"[1, 1, 0]"
0724,PrivateHospitalBedAllocation.sol,"[1, 1, 0]"
0725,PrivateHospitalCapitalEquipmentLease.sol,"[1, 1, 0]"
0726,PrivateHospitalProcurementTender.sol,"[1, 1, 0]"
0727,PrivateHotelRevenueManagement.sol,"[1, 1, 0]"
0728,PrivateHydrogenFuelCellSupplyChain.sol,"[1, 1, 0]"
0729,PrivateImmigrationSkillsVerification.sol,"[1, 1, 0]"
0730,PrivateInstitutionalCustodianVault.sol,"[1, 1, 0]"
0731,PrivateInsuranceSubrogationPool.sol,"[1, 1, 0]"
0732,PrivateIntellectualPropertyLicenseRegistry.sol,"[1, 1, 0]"
0733,PrivateIntellectualPropertyMarket.sol,"[1, 1, 0]"
0734,PrivateInternationalRemittance.sol,"[1, 1, 0]"
0735,PrivateInternationalStudentLoanPool.sol,"[1, 1, 0]"
0736,PrivateIoTDataMarketplaceSubscription.sol,"[1, 1, 0]"
0737,PrivateIoTDeviceRegistry.sol,"[1, 1, 0]"
0738,PrivateIslamicFinanceMurabaha.sol,"[1, 1, 0]"
0739,PrivateJewelryDiamondAMLTracker.sol,"[1, 1, 0]"
0740,PrivateLaborUnionWageNegotiation.sol,"[1, 1, 0]"
0741,PrivateLabourUnionNegotiationVault.sol,"[1, 1, 0]"
0742,PrivateLegalSettlementEscrow.sol,"[1, 1, 0]"
0743,PrivateLiquidityMining.sol,"[1, 1, 0]"
0744,PrivateLithiumIonBatteryRecycling.sol,"[1, 1, 0]"
0745,PrivateLivestockAuction.sol,"[1, 1, 0]"
0746,PrivateLivestockGeneticsMarketplace.sol,"[1, 1, 0]"
0747,PrivateLuxuryRealEstateTokenization.sol,"[1, 1, 0]"
0748,PrivateLuxuryYachtCharterMarket.sol,"[1, 1, 0]"
0749,PrivateMarginTrading.sol,"[1, 1, 0]"
0750,PrivateMeatPackingSupplyChain.sol,"[1, 1, 0]"
0751,PrivateMedicalDevicePostMarketSurveillance.sol,"[1, 1, 0]"
0752,PrivateMedicalInsuranceUnderwriting.sol,"[1, 1, 0]"
0753,PrivateMedicalLicense.sol,"[1, 1, 0]"
0754,PrivateMembershipClub.sol,"[1, 1, 0]"
0755,PrivateMergerAcquisitionEscrow.sol,"[1, 1, 0]"
0756,PrivateMergerArbitragePool.sol,"[1, 1, 0]"
0757,PrivateMergerArbitrageVault.sol,"[1, 1, 0]"
0758,PrivateMicrofinanceLoanOrigination.sol,"[1, 1, 0]"
0759,PrivateMicrofinanceSavingsGroup.sol,"[1, 1, 0]"
0760,PrivateMicrofinanceVillageBank.sol,"[1, 1, 0]"
0761,PrivateMicroLending.sol,"[1, 1, 0]"
0762,PrivateMilitaryProcurementContract.sol,"[1, 1, 0]"
0763,PrivateMiningPoolReward.sol,"[1, 1, 0]"
0764,PrivateMiningRoyaltySplitPool.sol,"[1, 1, 0]"
0765,PrivateMiningRoyaltyStream.sol,"[1, 1, 0]"
0766,PrivateMiningRoyaltyStreamToken.sol,"[1, 1, 0]"
0767,PrivateMiningRoyaltyStreamTokenization.sol,"[1, 1, 0]"
0768,PrivateMobilePhoneSpectrumAuction.sol,"[1, 1, 0]"
0769,PrivateMortgagePortfolioInsurance.sol,"[1, 1, 0]"
0770,PrivateMunicipalBondIssuance.sol,"[1, 1, 0]"
0771,PrivateMunicipalWaterUtilityTariff.sol,"[1, 1, 0]"
0772,PrivateMutualFund.sol,"[1, 1, 0]"
0773,PrivateMutualFundNAVReporting.sol,"[1, 1, 0]"
0774,PrivateNaturalDisasterCatastropheBond.sol,"[1, 1, 0]"
0775,PrivateNaturalDisasterParametricInsurance.sol,"[1, 1, 0]"
0776,PrivateNaturalGasStorageCapacityBid.sol,"[1, 1, 0]"
0777,PrivateNeonatalICUBedAllocation.sol,"[1, 1, 0]"
0778,PrivateNeonatalIntensiveCareAllocation.sol,"[1, 1, 0]"
0779,PrivateNFTBlindAuction.sol,"[1, 1, 0]"
0780,PrivateNFTFractionalizationVault.sol,"[1, 1, 0]"
0781,PrivateNFTIntellectualPropertyVault.sol,"[1, 1, 0]"
0782,PrivateNuclearFuelCycleTrading.sol,"[1, 1, 0]"
0783,PrivateNuclearPlantSafetyMonitor.sol,"[1, 1, 0]"
0784,PrivateNuclearPowerPlantFuelContract.sol,"[1, 1, 0]"
0785,PrivateNutritionTracker.sol,"[1, 1, 0]"
0786,PrivateOceanFreightRateDerivative.sol,"[1, 1, 0]"
0787,PrivateOceanShippingContainerDerivative.sol,"[1, 1, 0]"
0788,PrivateOceanShippingFreightExchange.sol,"[1, 1, 0]"
0789,PrivateOffshoreOilFieldProductionSharing.sol,"[1, 1, 0]"
0790,PrivateOilGasPipelineCapacity.sol,"[1, 1, 0]"
0791,PrivateOilGasRoyalty.sol,"[1, 1, 0]"
0792,PrivateOlympicSponsorshipAuction.sol,"[1, 1, 0]"
0793,PrivateOncologyTreatmentRegistry.sol,"[1, 1, 0]"
0794,PrivateOnlinePharmacyPrescriptionFill.sol,"[1, 1, 0]"
0795,PrivateOptionsClearingFHE.sol,"[1, 1, 0]"
0796,PrivateOrganTransplantCompatibilityRegistry.sol,"[1, 1, 0]"
0797,PrivatePatientInsuranceClaim.sol,"[1, 1, 0]"
0798,PrivatePeerToPeerLending.sol,"[1, 1, 0]"
0799,PrivatePensionFund copy.sol,"[1, 1, 0]"
0800,PrivatePensionFund.sol,"[1, 1, 0]"
0801,PrivatePensionFundAllocation.sol,"[1, 0, 1]"
0802,PrivatePharmaceuticalDrugTrialDataMarket.sol,"[1, 0, 1]"
0803,PrivatePharmacyBenefitManagerRebate.sol,"[1, 0, 1]"
0804,PrivatePharmaPatentLicensing.sol,"[1, 0, 1]"
0805,PrivatePharmaSupplyChainAuthentication.sol,"[1, 0, 1]"
0806,PrivatePharmaSupplyChainAuthenticity.sol,"[1, 0, 1]"
0807,PrivatePharmaSupplyChainColdChain.sol,"[1, 0, 1]"
0808,PrivatePortfolioRebalancer.sol,"[1, 0, 1]"
0809,PrivatePredictionMarket.sol,"[1, 0, 1]"
0810,PrivatePrisonRehabilitationFunding.sol,"[1, 0, 1]"
0811,PrivatePrivacyPreservingCreditBureau.sol,"[1, 0, 1]"
0812,PrivatePrivateEquitySecondaryMarket.sol,"[1, 0, 1]"
0813,PrivatePrivateLabelCosmeticsManufacturing.sol,"[1, 0, 1]"
0814,PrivateProblemGamblingTherapyFund.sol,"[1, 0, 1]"
0815,PrivateProwrestlingBetPool.sol,"[1, 0, 1]"
0816,PrivatePublicTenderBid.sol,"[1, 0, 1]"
0817,PrivateQuantumSafeDigitalIdentity.sol,"[1, 0, 1]"
0818,PrivateRacingLeague.sol,"[1, 0, 1]"
0819,PrivateRailFreightCapacityBidding.sol,"[1, 0, 1]"
0820,PrivateRealEstateConstructionEscrow.sol,"[1, 0, 1]"
