id,file,acl_misconfig,arithmetic_overflow_underflow,callback_replay
348,EncryptedRewardEscrow.sol,1,0,0
378,EncryptedSupplyChainToken_b12_005.sol,1,0,0
330,EncryptedPrivateMessageBoard.sol,1,0,0
394,EncryptedVaultedGoldBacking.sol,1,0,0
285,EncryptedMedicalImagingDataLicense.sol,1,0,0
345,EncryptedRenewableEnergyCertificate.sol,1,0,0
365,EncryptedSpaceDebrisRemovalBounty.sol,1,0,0
362,EncryptedSovereignDebtAuction.sol,1,0,0
324,EncryptedPrivateElderCareAllotment.sol,1,0,0
251,EncryptedFoodSafetyAudit.sol,1,0,0
380,EncryptedTaxiFleetDynamicPricing.sol,1,0,0
322,EncryptedPrivateBankingWealth.sol,1,0,0
381,EncryptedTelemedicineConsultationFee.sol,1,0,0
309,EncryptedParametricFloodInsurance.sol,1,0,0
279,EncryptedLithiumBatterySupplyChain.sol,1,0,0
392,EncryptedUniversityResearchGrant.sol,1,0,0
254,EncryptedFranchiseRoyalty.sol,1,0,0
387,EncryptedTradeSecretAuction.sol,1,0,0
255,EncryptedGeneticLineageNFTRoyalty.sol,1,0,0
385,EncryptedTollRoadCongestionPricing.sol,1,0,0
312,EncryptedPeerReviewJournal.sol,1,0,0
366,EncryptedSpaceSatelliteDataMarket.sol,1,0,0
311,EncryptedPayrollToken.sol,1,0,0
331,EncryptedPrivatePensionFundManager.sol,1,0,0
373,EncryptedStudentLoanScheme.sol,1,0,0
342,EncryptedRareEarthMineralCertificate.sol,1,0,0
313,EncryptedPharmaceuticalTender.sol,1,0,0
390,EncryptedUniversalBasicEquity.sol,1,0,0
308,EncryptedP2PBetting.sol,1,0,0
399,EncryptedWaterRightsTrading.sol,1,0,0
271,EncryptedInternationalStudentScholarshipBidding.sol,1,0,0
377,EncryptedSupplyChainInvoiceFactoring.sol,1,0,0
333,EncryptedPrivatePokerChip.sol,1,0,0
295,EncryptedMutualInsurance.sol,1,0,0
286,EncryptedMedicalRecords_b10_003.sol,1,0,0
297,EncryptedNationalSovereignReserveFund.sol,1,0,0
334,EncryptedPrivateSurveyResults.sol,1,0,0
276,EncryptedLiquidationEngine.sol,1,0,0
383,EncryptedTimelockGovernanceVault.sol,1,0,0
354,EncryptedSealedbidTenderPlatform.sol,1,0,0
263,EncryptedHospitalityRevenueManagement.sol,1,0,0
370,EncryptedSportsTransferMarket.sol,1,0,0
320,EncryptedPrisonInmateRehabilitation.sol,1,0,0
256,EncryptedGovernanceTimelockProposal.sol,1,0,0
300,EncryptedNFTRoyaltyDistribution.sol,1,0,0
296,EncryptedNationalIntelligenceContractBid.sol,1,0,0
372,EncryptedStartupEquityPool.sol,1,0,0
282,EncryptedMarineInsuranceCargoHull.sol,1,0,0
347,EncryptedRetirementPensionAnnuity.sol,1,0,0
346,EncryptedRetailLoyaltyCashback.sol,1,0,0
283,EncryptedMediaRatingAgency.sol,1,0,0
321,EncryptedPrisonRehabilitation.sol,1,0,0
355,EncryptedShareBuyback.sol,1,0,0
388,EncryptedTreasureHunt.sol,1,0,0
287,EncryptedMicrofinanceCooperative.sol,1,0,0
341,EncryptedRandomnessLotteryPool.sol,1,0,0
305,EncryptedNuclearWasteManagement.sol,1,0,0
386,EncryptedTradeFinanceLetterOfCredit.sol,1,0,0
361,EncryptedSovereignCreditDefaultSwap.sol,1,0,0
291,EncryptedMortgagePoolSecuritization.sol,1,0,0
294,EncryptedMutualInsFund.sol,1,0,0
253,EncryptedFractionalRealEstateInvestment.sol,1,0,0
367,EncryptedSportsBettingExchange.sol,1,0,0
317,EncryptedPredictionMarket.sol,1,0,0
389,EncryptedUndergroundMiningRoyalty.sol,1,0,0
364,EncryptedSovereignWealthFundESG.sol,1,0,0
328,EncryptedPrivateFundraiserCampaign.sol,1,0,0
325,EncryptedPrivateEquityPortfolioValuation.sol,1,0,0
393,EncryptedUrbanDataMonetization.sol,1,0,0
396,EncryptedVentureDebtTermLoan.sol,1,0,0
273,EncryptedLaborUnionWageNegotiation.sol,1,0,0
376,EncryptedSupplyChainCarbonFootprintTracker.sol,1,0,0
351,EncryptedRoleManager_b13_003.sol,1,0,0
329,EncryptedPrivateMembershipClub.sol,1,0,0
307,EncryptedNumberMatch.sol,1,0,0
804,PrivatePharmaPatentLicensing.sol,1,0,1
860,PrivateStablecoinMinter.sol,1,0,1
868,PrivateTelecommunicationsInfrastructureSharing.sol,1,0,1
871,PrivateTelematicsAutoInsurance.sol,1,0,1
897,PrivateWaterRightsTokenRegistry.sol,1,0,1
834,PrivateSatelliteDataMarketplace.sol,1,0,1
843,PrivateShipCargoBillOfLading.sol,1,0,1
815,PrivateProwrestlingBetPool.sol,1,0,1
895,PrivateWasteWaterTreatmentCapacityTrading.sol,1,0,1
828,PrivateRenewableEnergyCertificateMarket.sol,1,0,1
880,PrivateTruffleHarvestAuction.sol,1,0,1
873,PrivateTicketingPlatform.sol,1,0,1
878,PrivateTradeUnionCollectiveBargaining.sol,1,0,1
887,PrivateVaccineDistributionAllocation.sol,1,0,1
846,PrivateSmartCityParkingAuction.sol,1,0,1
865,PrivateSupplyChainFinanceInvoiceDiscount.sol,1,0,1
820,PrivateRealEstateConstructionEscrow.sol,1,0,1
898,PrivateWaterRightsTradingPlatform.sol,1,0,1
838,PrivateScholarshipEndowmentDistribution.sol,1,0,1
850,PrivateSovereignWealthFund.sol,1,0,1
824,PrivateRealEstateTokenizedFund.sol,1,0,1
866,PrivateTaxComplianceID.sol,1,0,1
869,PrivateTelecommunicationsNetworkSharingAgreement.sol,1,0,1
867,PrivateTelcoDataPlanMarket.sol,1,0,1
863,PrivateSupplyChainFinance.sol,1,0,1
818,PrivateRacingLeague.sol,1,0,1
885,PrivateUrbanDataCenterLeasing.sol,1,0,1
816,PrivatePublicTenderBid.sol,1,0,1
813,PrivatePrivateLabelCosmeticsManufacturing.sol,1,0,1
892,PrivateVentureCapitalSPV.sol,1,0,1
877,PrivateTradeSecretLicensing.sol,1,0,1
839,PrivateSecondaryMarketEquityTrading.sol,1,0,1
808,PrivatePortfolioRebalancer.sol,1,0,1
822,PrivateRealEstateInvestmentTrust.sol,1,0,1
900,PrivateWineHarvestYieldAuction.sol,1,0,1
852,PrivateSovereignWealthFundPortfolio.sol,1,0,1
837,PrivateScholarshipAllocation.sol,1,0,1
862,PrivateSubscription_b4_003.sol,1,0,1
802,PrivatePharmaceuticalDrugTrialDataMarket.sol,1,0,1
803,PrivatePharmacyBenefitManagerRebate.sol,1,0,1
835,PrivateSatelliteImageryCommercialLicense.sol,1,0,1
870,PrivateTelecommunicationsSpectrumAuction.sol,1,0,1
811,PrivatePrivacyPreservingCreditBureau.sol,1,0,1
851,PrivateSovereignWealthFundAllocation.sol,1,0,1
823,PrivateRealEstateREIT.sol,1,0,1
819,PrivateRailFreightCapacityBidding.sol,1,0,1
848,PrivateSovereignBondAuction.sol,1,0,1
876,PrivateTradeFinance.sol,1,0,1
821,PrivateRealEstateDebtFund.sol,1,0,1
875,PrivateTokenMixer.sol,1,0,1
841,PrivateSemiconductorIPLicensing.sol,1,0,1
825,PrivateRebaseToken.sol,1,0,1
886,PrivateV3TickOrder.sol,1,0,1
899,PrivateWineEnCheursFutures.sol,1,0,1
857,PrivateSpectrumAuction.sol,1,0,1
809,PrivatePredictionMarket.sol,1,0,1
807,PrivatePharmaSupplyChainColdChain.sol,1,0,1
833,PrivateSalaryPayrollSystem.sol,1,0,1
826,PrivateReinsuranceCatastropheSwap.sol,1,0,1
884,PrivateUniversityTuitionFinancing.sol,1,0,1
849,PrivateSovereignDebtRestructuring.sol,1,0,1
812,PrivatePrivateEquitySecondaryMarket.sol,1,0,1
854,PrivateSpaceDebrisMitigationBond.sol,1,0,1
859,PrivateSportsTeamValuationBond.sol,1,0,1
889,PrivateVentureCapitalDealRoom.sol,1,0,1
864,PrivateSupplyChainFinanceFactoring.sol,1,0,1
896,PrivateWaterRightsAllocationSystem.sol,1,0,1
847,PrivateSocialImpactMeasurementBond.sol,1,0,1
881,PrivateTWAPTrigger.sol,1,0,1
836,PrivateSatelliteOrbitSlotAuction.sol,1,0,1
858,PrivateSportsArbitrageEscrow.sol,1,0,1
888,PrivateVehicleFleetInsurance.sol,1,0,1
827,PrivateReinsuranceTreatyNegotiation.sol,1,0,1
805,PrivatePharmaSupplyChainAuthentication.sol,1,0,1
890,PrivateVentureCapitalFund.sol,1,0,1
814,PrivateProblemGamblingTherapyFund.sol,1,0,1
829,PrivateRockPaperScissors_b12_002.sol,1,0,1
817,PrivateQuantumSafeDigitalIdentity.sol,1,0,1
844,PrivateShipCharterPartyAgreement.sol,1,0,1
872,PrivateTelematicsBasedInsurance.sol,1,0,1
799,PrivatePensionFund copy.sol,1,1,0
752,PrivateMedicalInsuranceUnderwriting.sol,1,1,0
763,PrivateMiningPoolReward.sol,1,1,0
760,PrivateMicrofinanceVillageBank.sol,1,1,0
798,PrivatePeerToPeerLending.sol,1,1,0
789,PrivateOffshoreOilFieldProductionSharing.sol,1,1,0
766,PrivateMiningRoyaltyStreamToken.sol,1,1,0
779,PrivateNFTBlindAuction.sol,1,1,0
761,PrivateMicroLending.sol,1,1,0
770,PrivateMunicipalBondIssuance.sol,1,1,0
726,PrivateHospitalProcurementTender.sol,1,1,0
731,PrivateInsuranceSubrogationPool.sol,1,1,0
786,PrivateOceanFreightRateDerivative.sol,1,1,0
777,PrivateNeonatalICUBedAllocation.sol,1,1,0
734,PrivateInternationalRemittance.sol,1,1,0
746,PrivateLivestockGeneticsMarketplace.sol,1,1,0
764,PrivateMiningRoyaltySplitPool.sol,1,1,0
768,PrivateMobilePhoneSpectrumAuction.sol,1,1,0
703,PrivateGamingGuildTreasuryManagement.sol,1,1,0
702,PrivateGamingGuildTreasuryDAO.sol,1,1,0
767,PrivateMiningRoyaltyStreamTokenization.sol,1,1,0
708,PrivateGeofencedAccess.sol,1,1,0
793,PrivateOncologyTreatmentRegistry.sol,1,1,0
707,PrivateGenomicsDataVault.sol,1,1,0
796,PrivateOrganTransplantCompatibilityRegistry.sol,1,1,0
722,PrivateHighNetWorthEstatePlanning.sol,1,1,0
782,PrivateNuclearFuelCycleTrading.sol,1,1,0
717,PrivateHedgeFundShares.sol,1,1,0
723,PrivateHighValueArtAuction.sol,1,1,0
738,PrivateIslamicFinanceMurabaha.sol,1,1,0
735,PrivateInternationalStudentLoanPool.sol,1,1,0
797,PrivatePatientInsuranceClaim.sol,1,1,0
705,PrivateGeneticDataMarketplace.sol,1,1,0
794,PrivateOnlinePharmacyPrescriptionFill.sol,1,1,0
719,PrivateHedgeFundStrategyVault.sol,1,1,0
753,PrivateMedicalLicense.sol,1,1,0
740,PrivateLaborUnionWageNegotiation.sol,1,1,0
756,PrivateMergerArbitragePool.sol,1,1,0
710,PrivateGeothermalEnergyRoyaltyV2.sol,1,1,0
727,PrivateHotelRevenueManagement.sol,1,1,0
749,PrivateMarginTrading.sol,1,1,0
769,PrivateMortgagePortfolioInsurance.sol,1,1,0
778,PrivateNeonatalIntensiveCareAllocation.sol,1,1,0
776,PrivateNaturalGasStorageCapacityBid.sol,1,1,0
788,PrivateOceanShippingFreightExchange.sol,1,1,0
758,PrivateMicrofinanceLoanOrigination.sol,1,1,0
762,PrivateMilitaryProcurementContract.sol,1,1,0
748,PrivateLuxuryYachtCharterMarket.sol,1,1,0
751,PrivateMedicalDevicePostMarketSurveillance.sol,1,1,0
783,PrivateNuclearPlantSafetyMonitor.sol,1,1,0
733,PrivateIntellectualPropertyMarket.sol,1,1,0
736,PrivateIoTDataMarketplaceSubscription.sol,1,1,0
714,PrivateHedgeFundLimitedPartnership.sol,1,1,0
728,PrivateHydrogenFuelCellSupplyChain.sol,1,1,0
800,PrivatePensionFund.sol,1,1,0
773,PrivateMutualFundNAVReporting.sol,1,1,0
795,PrivateOptionsClearingFHE.sol,1,1,0
724,PrivateHospitalBedAllocation.sol,1,1,0
713,PrivateHealthDataMarketplace.sol,1,1,0
715,PrivateHedgeFundLiquidityStressTest.sol,1,1,0
792,PrivateOlympicSponsorshipAuction.sol,1,1,0
701,PrivateFreelancerEscrow.sol,1,1,0
757,PrivateMergerArbitrageVault.sol,1,1,0
781,PrivateNFTIntellectualPropertyVault.sol,1,1,0
720,PrivateHighFrequencyTradingCollateral.sol,1,1,0
712,PrivateGovernanceMultiSigTimelock.sol,1,1,0
771,PrivateMunicipalWaterUtilityTariff.sol,1,1,0
709,PrivateGeothermalEnergyRoyalty.sol,1,1,0
732,PrivateIntellectualPropertyLicenseRegistry.sol,1,1,0
737,PrivateIoTDeviceRegistry.sol,1,1,0
750,PrivateMeatPackingSupplyChain.sol,1,1,0
754,PrivateMembershipClub.sol,1,1,0
759,PrivateMicrofinanceSavingsGroup.sol,1,1,0
744,PrivateLithiumIonBatteryRecycling.sol,1,1,0
785,PrivateNutritionTracker.sol,1,1,0
739,PrivateJewelryDiamondAMLTracker.sol,1,1,0
729,PrivateImmigrationSkillsVerification.sol,1,1,0
790,PrivateOilGasPipelineCapacity.sol,1,1,0
742,PrivateLegalSettlementEscrow.sol,1,1,0
772,PrivateMutualFund.sol,1,1,0
1009,VotingSignalRating_b2_015.sol,1,1,1
1008,VotingSecretBallot_c2_025.sol,1,1,1
984,VotingDAO_b2_009.sol,1,1,1
1019,WineryBarrelAuction.sol,1,1,1
988,VotingEncryptedBoardDirectorElection.sol,1,1,1
1000,VotingOnChainGov_c2_021.sol,1,1,1
987,VotingEmergency_b2_016.sol,1,1,1
1011,VotingTokenStaking_c2_035.sol,1,1,1
997,VotingMultiSigDAO_c2_024.sol,1,1,1
999,VotingNonProfitBoard.sol,1,1,1
976,VotingCommitteePriority_c2_033.sol,1,1,1
955,ThresholdKeyVault.sol,1,1,1
953,TaxComplianceAttestation.sol,1,1,1
969,VotingAnonymous_b2_011.sol,1,1,1
979,VotingConviction_b2_017.sol,1,1,1
998,VotingNominationPool_c2_030.sol,1,1,1
951,SupplyChainQC_b11_001.sol,1,1,1
965,VeiledOptionsClearing.sol,1,1,1
1001,VotingPatentCommittee.sol,1,1,1
980,VotingCooperativeDividend.sol,1,1,1
992,VotingLaborUnionStrike.sol,1,1,1
981,VotingCorporateBuyout.sol,1,1,1
996,VotingMultiChoice_b2_007.sol,1,1,1
983,VotingCumulative_b2_014.sol,1,1,1
966,VeiledSwapEscrow.sol,1,1,1
982,VotingCouncilElection_c2_026.sol,1,1,1
962,UnionBargainingVote.sol,1,1,1
1003,VotingQuadratic_b2_006.sol,1,1,1
1002,VotingPrivateShareholder.sol,1,1,1
971,VotingBoard_b2_012.sol,1,1,1
970,VotingAnonymousPolling_c2_034.sol,1,1,1
990,VotingHOABudget.sol,1,1,1
991,VotingJudicialNomination.sol,1,1,1
959,TimesharePropertyAuction.sol,1,1,1
961,TrustlessAuditLogging.sol,1,1,1
964,ValidatorPrivateStake.sol,1,1,1
972,VotingBudget_b2_013.sol,1,1,1
994,VotingMedicalEthics.sol,1,1,1
995,VotingMilitaryPromotion.sol,1,1,1
1017,WhisperIncentives.sol,1,1,1
1015,WeightedConfidentialVoting_b11_006.sol,1,1,1
993,VotingLiquidDemocracy_c2_023.sol,1,1,1
989,VotingFutarchyMarket_c2_029.sol,1,1,1
978,VotingConfidentialCongressional.sol,1,1,1
968,VotingAcademicTenure.sol,1,1,1
952,SupplyChainSourceVote.sol,1,1,1
967,VermeilLoyaltyPoints.sol,1,1,1
957,TidalWaveToken.sol,1,1,1
1005,VotingReferendum_c2_027.sol,1,1,1
1021,ZeroKnowledgeCreditLending.sol,1,1,1
974,VotingCitizenInitiative_c2_032.sol,1,1,1
975,VotingClimatePolicy.sol,1,1,1
1010,VotingStakeholderMeeting_c2_028.sol,1,1,1
954,TelecomPrivateBandwidthTrading.sol,1,1,1
963,UnionStrikeVote.sol,1,1,1
960,TradeFinancePrivate.sol,1,1,1
1020,ZeroKnowledgeCreditDesk.sol,1,1,1
985,VotingDelegation_b3_003.sol,1,1,1
